komödie,comedy
gestehe,confess
außergewöhnliche,extraordinary
hartes,hard
ausprobiert,tried
runterkommen,come down
tragt,carries
spart,saves
bälle,balls
fahrzeuge,vehicles
freya,Freya
zähl,count
verehrer,admirers
strecken,stretch
gegeneinander,against each other
ausfüllen,fill out
olive,olive
crazy,crazy
vermächtnis,legacy
beteiligung,participation
bengel,brat
p.,p.
gottverdammte,goddamn
winzigen,tiny
nächten,nights
ätzend,corrosive
kapital,capital
attacke,attack
vorstellungsgespräch,job interview
interessiere,I am interested
medium,medium
anwenden,apply
hamlet,hamlet
stockwerk,floor
krankenhäuser,hospitals
direkten,direct
benötige,I need
extreme,extreme
einzeln,individually
traurigen,sad
aufwärmen,warm up
auszugehen,to assume
befreiung,liberation
anzahlung,down payment
jensen,Jensen
komplex,complex
alias,alias
grafen,counts
besaß,owned
sammle,collect
feiertage,holidays
stinken,stink
franc,franc
neela,neela
freiem,free
elektrischen,electric
zustoßen,happen
zerschlagen,smashed
hupt,honks
italienische,Italian
hingekriegt,managed it
marseille,Marseille
columbia,Columbia
unterschiedlich,different
godsey,godsey
schichten,layers
zielperson,target person
kopenhagen,Copenhagen
furchtbares,terrible
fürchtete,feared
passagier,passenger
imperium,imperium
möcht,would like
säufer,drunkard
verlasst,leaves
weiser,wiser
zurückzuholen,to recover
cho,cho
mieter,renter
schlösser,locks
privileg,privilege
kondome,condoms
montana,Montana
rührend,touching
stumme,silent
winde,winds
wirbel,whirl
investoren,investors
kakao,cocoa
sadie,sadie
ausgestiegen,got off
pisse,piss
lucifer,Lucifer
thailand,Thailand
behälter,container
beck,beck
scheußlich,hideous
kurier,courier
abu,Abu
decker,decker
gereizt,irritated
fassung,version
leitungen,pipes
kaliber,caliber
losgeht,and go
gemeine,common
wochenlang,for weeks
zeilen,lines
granate,grenade
morgengrauen,dawn
kristall,crystal
captains,captains
sky,Sky
bürgerkrieg,civil war
dulden,tolerate
abzuhauen,to escape
sorgte,caused
verhandelt,negotiated
einwände,objections
lara,Lara
unheil,disaster
anteile,shares
wiege,cradle
yankees,Yankees
herb,bitter
freaks,freaks
verbietet,prohibits
verwendung,use
rauben,rob
cognac,cognac
allgemein,generally
küsste,kissed
unschuldiger,innocent
evolution,evolution
blas,blow
vulkanier,Vulcans
inn,inn
gratulation,Congratulations
marmelade,jam
becken,pool
eden,Eden
hingegen,however
quält,torments
spartacus,Spartacus
unversehrt,unharmed
gering,small amount
janeway,Janeway
voilà,voilà
jüngere,younger
mächte,powers
floyd,Floyd
sechsten,sixth
produzenten,producers
rektor,rector
zitrone,lemon
störungen,disturbances
reichte,was enough
kreativ,creative
höhlen,caves
winchester,Winchester
bianca,Bianca
willis,Willis
quark,quark
zigeuner,gypsy
schnarchen,snoring
dead,dead
ärgerlich,annoying
angaben,declarations
gibson,Gibson
chili,chili
diskretion,discretion
armstrong,Armstrong
unterhosen,underwear
erforderlich,necessary
cassidy,Cassidy
auftauchte,appeared
pascha,Pasha
aussetzen,suspend
sentimental,sentimental
empfängt,receives
evakuierung,evacuation
nebenwirkungen,side effects
mccormick,McCormick
erstellt,created
vernichtung,destruction
idiotisch,idiotic
cocktail,cocktail
säubern,clean
behandelst,treat
eingepackt,packed
meisterwerk,masterpiece
empfindet,feels
bestien,beasts
unzählige,countless
einbringen,contribute
darryl,Darryl
spitznamen,nicknames
smoking,smoking
verschwende,waste
iron,iron
misstrauen,distrust
spätestens,at latest
chinese,Chinese
cash,cash
gilmore,Gilmore
pfui,Pooh
zeugenstand,witness stand
gästezimmer,guest room
abflug,departure
hungern,starving
verschwanden,disappeared
serum,serum
julio,Julio
place,place
phantasie,imagination
therapeuten,therapists
terror,terror
bedienung,operation
beugen,bend
trish,trish
elise,Elise
verriegelt,locked
genäht,sewn
spurensicherung,evidence collection
falten,fold
saugen,suck
graue,grey
ehrlicher,honest
walden,Walden
leichenhalle,morgue
wärs,would it
fels,rock
bohren,drill
versteckten,hidden
desmond,desmond
notiert,noted
milliarde,billion
gebäudes,building
pfadfinder,scout
gorilla,gorilla
roch,smelled
caitlin,Caitlin
kippen,tip over
gleicht,similar
pflaster,pavement
l.,l.
benutzten,used
anzuziehen,to put on
verlockend,tempting
bryce,Bryce
ampel,traffic light
interpol,Interpol
dodge,dodge
technische,technical
zimmerservice,room service
lu,lu
hirsch,deer
hayley,hayley
verspricht,promises
lachend,laughing
anständiger,decent
füllt,fills
geschätzt,estimated
verbündete,allies
zuschauen,watch
abstimmen,vote
schwägerin,sister-in-law
cybill,cybill
deaktivieren,deactivate
rück,back
edmund,Edmund
drohnen,drones
begehrt,highly sought after
gange,going
sauerei,mess
portion,portion
beraubt,robbed
constance,Constance
bull,bull
jubelt,cheers
jugendlichen,youth
bemerkung,remark
aids,AIDS
cate,cater
johann,Johann
hingehört,belongs
maryann,Maryann
halskette,necklace
istanbul,Istanbul
been,been
beunruhigen,worry
scheren,shears
schweigt,remains silent
brei,porridge
antwortete,answered
fäden,threads
coolen,cool
schämst,are ashamed
mehl,flour
vollem,full
aufgebrochen,broken
expedition,expedition
änderung,the change
überwachungskameras,surveillance cameras
derer,whose
blinder,blind
durchzuführen,to perform
parlament,parliament
direkte,direct
dawson,Dawson
tanya,tanya
umfeld,environment
schrieben,wrote
michigan,Michigan
auffliegen,to be exposed
woman,woman
hergeschickt,sent here
vormachen,demonstrate
vorstrafen,criminal record
hingeht,goes there
grauenvoll,horrible
schwiegermutter,mother-in-law
lehrt,teaches
langley,Langley
erwürgt,strangled
tassen,cups
seuche,epidemic
zauberspruch,spell
lucien,Lucien
läufer,runner
drive,drive
effektiv,effective
nord,north
callie,callie
hu,hu
auskommen,get by
heitere,cheerful
jupiter,Jupiter
nuss,nut
trauzeuge,best man
steinen,stones
puh,phew
österreich,Austria
einkommen,income
vereinigung,association
mittelpunkt,center
page,page
andeuten,suggest
helene,Helene
unverständliche,incomprehensible
anschein,apparently
höflichkeit,courtesy
aufzeichnung,recording
komplikationen,complications
aufsteigen,ascend
gehorcht,obeys
hollow,hollow
gefällig,please
schlicht,simply
ausgestattet,equipped
reiße,tear
nachdenke,think
parks,parks
anstrengen,exert
richterin,judge
bindet,binds
alternativen,alternatives
verabschiede,say goodbye
vito,vito
abgeht,departs
dämlichen,stupid
edie,edie
druckmittel,pressure means
schweben,float
ankamen,arrived
crack,crack
formular,form
festzuhalten,to be held
architekt,architect
runtergefallen,fell down
eindringling,intruder
wahlkampf,election campaign
country,country
staunen,marvel
lagern,store
gewissermaßen,in a way
sinnen,senses
verbraucht,consumed
bremse,brake
idiotin,idiot
gleichgültig,indifferent
gefangenschaft,captivity
daktari,daktari
russ,soot
westlich,west
men,men
nixon,nixon
samt,velvet
mail,mail
laurie,Laurie
vorhanden,available
bestell,order
klara,Clara
only,only
face,face
hinbekommen,managed to do it
adoption,adoption
handelte,acted
verrätst,will you reveal
hinterm,behind
rande,edge
break,break
reinziehen,pull in
zart,tender
ewigkeiten,eternities
immunität,immunity
eingelassen,admitted
gewettet,bet
ergab,resulted
ausgesagt,testified
studiere,study
malt,paints
tonne,tonne
regle,rule
borgen,borrow
spezialeinheit,special unit
behandle,treat
zerreißen,tear
hermann,Hermann
übergebe,hand over
alma,alma
wanze,bug
zeugnis,transcript
örtlichen,local
phänomen,phenomenon
umgeht,bypasses
weitaus,far
polizeirevier,police station
öfters,more often
erreiche,reach
produkte,products
misch,mix
beklagen,complain
schurke,villain
kleinere,smaller
sonnenbrille,sunglasses
strenge,strict
phantom,phantom
verdoppeln,double
zuzugeben,to admit
titelseite,front page
schwiegervater,father-in-law
abscheulich,abhorrent
nigel,Nigel
kleinigkeiten,small things
kompass,compass
yoga,yoga
elektrische,electric
gewirkt,acted
kaviar,caviar
reiben,rub
plage,plague
erziehen,educate
bekäme,would get
streife,patrol
erhoben,raised
analysiert,analyzed
norwegen,Norway
kappe,cap
iran,Iran
aufzustehen,to get up
volles,full
hebel,lever
urin,urine
iren,Irish
triumph,triumph
begrenzt,limited
ham,ham
gil,gil
streichhölzer,matches
martinez,Martinez
erscheinung,appearance
neid,envy
tabu,taboo
eyes,eyes
berechnungen,calculations
auskunft,information
dänemark,Denmark
hintergangen,deceived
flint,flint
patronen,cartridges
wiederkommt,comes again
gefährliches,dangerous
erweitern,expand
bereut,regrets
cherry,Cherry
ami,ami
won,won
shh,shh
übernimm,take over
waffenstillstand,armistice
banks,banks
sonia,sonia
vorkommt,occurs
astronauten,astronauts
virgil,Virgil
kreislauf,cycle
nash,nash
richtungen,directions
sicherzugehen,to be sure
weggerannt,ran away
widerfahren,happened
lebensunterhalt,livelihood
hintereinander,one after the other
dingern,things
angreift,attacks
ziegen,goats
außenseiter,outsider
crockett,crockett
nummernschild,license plate
steuerbord,starboard
leidenschaftlich,passionate
autoren,authors
kümmerte,cared
auflösen,dissolve
quietscht,squeaks
gereinigt,cleaned
verschonen,spare
großgezogen,raised
backe,jaw
mina,Mina
cafeteria,cafeteria
zusammenbleiben,stay together
bekomm,get
bedauere,I regret
zugesagt,promised
jr,jr
fix,fix
schwur,oath
bewaffneten,armed
höchstpersönlich,in person
giovanni,Giovanni
anrufer,caller
rutsch,slide
supergirl,supergirl
juliet,Juliet
blutbad,bloodbath
bankrott,bankrupt
bear,bear
bräute,brides
foreman,foreman
losfahren,drive
atemzug,breath
legenden,legends
kopfgeld,bounty
nadeln,needles
señora,señora
johns,johns
otaru,otaru
nils,Nils
papagei,parrot
wärmer,warmer
groll,resentment
ketchup,ketchup
aktionen,actions
nahen,sew
gestolpert,tripped
feiertag,holiday
latte,bar
erwischte,caught
spitzname,nickname
hardcastle,hardcastle
senior,senior
weht,blowing
verfolgte,pursued
angeber,show-off
befassen,deal
fantasien,fantasies
befreie,free
einfangen,capture
prophet,prophet
grundlos,without reason
abzuschließen,to complete
engen,narrow
signor,signor
haha,Ha-Ha
handwerk,craftsmanship
daddys,daddies
schert,shears
lose,Loose
verantwortlichen,responsible
höchstwahrscheinlich,most likely
pervers,perverse
mitgeteilt,notified
interviews,interviews
zugefügt,added
vermieter,landlord
aßen,ate
truhe,chest
moralische,moral
blondine,blonde
alvarez,alvarez
scheinwerfer,headlights
bewege,move
jap,yep
zugrunde,underlying
mischt,mixes
aufwachte,woke up
abheben,lift up
weiblich,female
verfügt,has
tippen,tap
buchhaltung,accounting
beider,at the
buffalo,buffalo
fügen,add
siebten,seventh
befiehlt,commands
klickt,click
dracula,Dracula
ermordete,murdered
jura,Jurassic
well,well
einsamer,lonely
perle,pearl
lustiges,funny
künstliche,artificial
cape,cape
außerordentlich,extraordinary
falke,hawk
klicken,click
schwindlig,dizzy
hingebracht,brought
überstürzen,rush
reingelassen,let in
gattin,wife
östlich,east
seins,his
genauen,exact
wiegen,weigh
labyrinth,labyrinth
währenddessen,meanwhile
töricht,foolish
ausrauben,rob
lautlos,silent
zitat,quote
abgehalten,held
hale,hale
zweier,two
hingezogen,attracted
ty,ty
unendliche,infinite
antibiotika,antibiotics
emil,Emil
gehn,go
häftlinge,prisoners
polizeichef,police chief
psychiatrie,psychiatry
übergeschnappt,gone crazy
heuchler,hypocrite
jerusalem,Jerusalem
immun,immune
temperament,temperament
boulevard,boulevard
umhang,cape
zugeteilt,allocated
alarmanlage,alarm system
trefft,meets
überfordert,overwhelmed
galgen,gallows
hubert,Hubert
wegrennen,run away
stiles,stiles
monte,monte
courtney,courtney
filmstar,film star
verfügen,have
aufwand,expense
interne,internal
klippe,cliff
verurteilung,conviction
umweg,detour
cisco,Cisco
einberufen,summon
evakuiert,evacuated
urteilsvermögen,discernment
malone,malone
christy,Christy
ablaufen,expire
einzugehen,to enter
zwecke,purposes
zeus,Zeus
simpel,simple
erfolgreiche,successful
impfstoff,vaccine
bestechung,bribery
cruz,Cruz
weigere,refuse
salvatore,Salvatore
verschweigen,concealment
verlauf,course
aktuellen,current
lampen,lamps
trauriger,sad
empfunden,felt
journalistin,journalist
endes,end
kasino,casino
titus,Titus
veranlasst,caused
sicherung,fuse
fahrkarte,ticket
fortgehen,depart
jared,jared
aufgeführt,listed
listen,listen
tiffany,tiffany
äußern,express
adrenalin,adrenaline
frühere,previous
missbrauch,abuse
seminar,seminar
drittens,thirdly
fernando,Fernando
biegen,bend
demonstration,demonstration
porsche,Porsche
deaktiviert,disabled
vertritt,represents
erklärst,explain
liebevoll,lovingly
umgedreht,reversed
konversation,conversation
freundliche,friendly
zurückverfolgen,trace
perverser,perverted
madeline,Madeline
ausbrechen,break out
traurigkeit,sadness
ming,ming
speisen,meals
verfallen,expire
gittern,grids
marks,marks
irrenhaus,madhouse
dance,dance
rechenschaft,accountability
bloßen,mere
schwört,swears
verleiht,lends
henrik,Henrik
schlucht,canyon
kauen,chew
five,five
erwachen,awakening
lichts,light
clan,clan
rechne,calculate
ungestört,undisturbed
stationiert,stationed
packst,pack
angewohnheit,habit
lyle,lyle
sonnenlicht,sunlight
warfen,threw
darlehen,loan
scheidet,separates
josie,Josie
gestimmt,voted
standard,standard
senatorin,senator
beethoven,Beethoven
vormittag,late morning
ratet,rate
johanna,Johanna
verarsch,scam
sushi,sushi
auswählen,choose
strike,strike
geschwätz,chatter
enorme,enormous
kassieren,collect
biene,bee
leistet,provides
totes,dead
antwortest,you answer
drittes,third
bonbons,candies
gequält,tormented
scharfen,sharpen
beheben,fix
beschluss,decision
ast,branch
hereinkommen,come in
erschrickt,is startled
away,away
drückst,press
schmerzmittel,painkillers
lappen,rag
zurückzubringen,to return
unruhe,unrest
kommandanten,commanders
fliegende,flying
aria,aria
nutzte,used
direktorin,director
ich-ich,I-I
puste,blow
täuscht,is deceptive
änderst,change
chow,chow
gabrielle,Gabrielle
atombombe,atomic bomb
türken,Turks
missverstanden,misunderstood
nels,nels
unterdrückt,suppressed
ausmaß,extent
made,made
manuskript,manuscript
annika,Annika
hallöchen,Hello there
ct,ct
freigegeben,released
blutgruppe,blood type
schliefen,slept
symbole,symbols
ausdrücklich,expressly
reduzieren,reduce
ungeschickt,clumsy
vermieten,rent
te,te
beizubringen,to teach
ausweichen,evade
leckt,leaks
angucken,look
gewissheit,certainty
verbrennungen,burns
klarheit,clarity
trittst,you
diskutiert,discussed
kratzt,scratches
typische,typical
abdruck,print
gelaunt,mood
bins,bins
einnahmen,revenue
hawkins,hawkins
tell,tell
entdeckten,discovered
zuversichtlich,confident
pumpen,pump
powell,Powell
fettsack,fatso
pfeile,arrows
gewillt,willing
stinkst,You stink
lebensformen,life forms
immernoch,still
cage,cage
betrinken,get drunk
tuck,tuck
town,town
carolyn,Carolyn
zäh,tough
liu,liu
abgang,departure
auszudrücken,to express
fußboden,floor
gemeiner,common
ernten,harvest
imstande,able
erfolgt,is
wahrhaftig,truthfully
besessenheit,obsession
schämt,ashamed
zurückgegeben,returned
lanze,lance
erleichtern,facilitate
